"","X.2","ExperimentID","Subcondition","Dep.measure","X.1","Paper.ID","row","exclude","Entered..by","Authors","Year","Experiment.name","N.subjects","num.data.1","num.data.2","N.unique.items","N.items.per.subj","num.data.items.1","num.data.items.2","Population","L1L1..L2L1..L1L2..L2L2","Auditory.prime","Target.task","Participant.produces.or.repeats.prime","Construction.type","Language","Lexical.boost.","Confederate.dialogue.","Lag","Quoted.text.from.original.paper.indicating.prediction.of.interest","Study.design","Dep.primed","participant.se..dep.primed.","Alt.primed","participant.se..alt.primed.","Simple.effect","se.on.diff","Other.pct","beta.from.lmer","std.error.on.beta","Dep.Omnibus.mean","Alt.Omnibus.mean","ANOVA.F1","ANOVA.F2","Baseline","participant.se..baseline.","Notes","X","p.repeats.prime","ID","StudyID","YearNum","L1","Other.pct.new","Alt.primed.new","Dep.primed.new"
"462",462,"62/Pickering /2002/Experiment 1//dative","","PO",505,62,494,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 1","27&27",27,27,"24","8&8",8,8,"Glasgow students","L1L1","0","WSC",1,"dative","English","yes","no","0","","3 (PO/DO/baseline)",0.76,"",0.51,"",0.25,"",0.3,NA,NA,NA,NA,"","",NA,"","ignore baseline","",1,"Pickering /2002/Experiment 1//PO","62/Pickering /2002/Experiment 1",2,"L1L1",NA,NA,NA
"463",463,"62/Pickering /2002/Experiment 2/PO/DO/dative","PO/DO","PO",506,62,495,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 2","30&30",30,30,"24","8&8",8,8,"Glasgow students","L1L1","0","WSC",1,"dative","English","yes","no","0","","3 (PO/DO/shifted-PO)",0.72,"",0.46,"",0.26,"",0.265,NA,NA,NA,NA,"","",NA,"","","",1,"Pickering /2002/Experiment 2/PO/DO/PO","62/Pickering /2002/Experiment 2",2,"L1L1",NA,NA,NA
"464",464,"62/Pickering /2002/Experiment 2/Shifted-PO/DO/dative","Shifted-PO/DO","PO",507,62,496,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 2","30&30",30,30,"24","8&8",8,8,"Glasgow students","L1L1","0","WSC",1,"dative","English","yes","no","0","","3 (PO/DO/shifted-PO)",0.61,"",0.46,"",0.15,"",0.265,NA,NA,NA,NA,"","",NA,"","","",1,"Pickering /2002/Experiment 2/Shifted-PO/DO/PO","62/Pickering /2002/Experiment 2",2,"L1L1",NA,NA,NA
"465",465,"62/Pickering /2002/Experiment 3/PO/DO/dative","PO/DO","PO",508,62,497,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 3","60&60",60,60,"32","8&8",8,8,"Glasgow students","L1L1","0","WSC",1,"dative","English","yes","no","0","","4 (PO/DO/baseline/shiftedPO)",0.68,"",0.44,"",0.24,"",0.295,NA,NA,NA,NA,"","",NA,"","","",1,"Pickering /2002/Experiment 3/PO/DO/PO","62/Pickering /2002/Experiment 3",2,"L1L1",NA,NA,NA
"466",466,"62/Pickering /2002/Experiment 3/Shifted-PO/DO/dative","Shifted-PO/DO","PO",509,62,498,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 3","60&60",60,60,"32","8&8",8,8,"Glasgow students","L1L1","0","WSC",1,"dative","English","yes","no","0","","4 (PO/DO/baseline/shiftedPO)",0.6,"",0.44,"",0.16,"",0.295,NA,NA,NA,NA,"","",NA,"","","",1,"Pickering /2002/Experiment 3/Shifted-PO/DO/PO","62/Pickering /2002/Experiment 3",2,"L1L1",NA,NA,NA
"467",467,"62/Pickering /2002/Experiment 4/PO/DO/dative","PO/DO","PO",510,62,499,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 4","60&60",60,60,"32","8&8",8,8,"Glasgow students","L1L1","1","ASC",1,"dative","English","yes","no","0","","4 (PO/DO/baseline/shiftedPO)",0.7,"",0.46,"",0.24,"",0.195,NA,NA,NA,NA,"","",NA,"","SPOKEN, whereas others are written Target","",1,"Pickering /2002/Experiment 4/PO/DO/PO","62/Pickering /2002/Experiment 4",2,"L1L1",NA,NA,NA
"468",468,"62/Pickering /2002/Experiment 4/Shifted-PO/DO/dative","Shifted-PO/DO","PO",511,62,500,0,"KM","Pickering M.J., Branigan H.P., McLean J.F.","2002","Experiment 4","60&60",60,60,"32","8&8",8,8,"Glasgow students","L1L1","1","ASC",1,"dative","English","yes","no","0","","4 (PO/DO/baseline/shiftedPO)",0.59,"",0.46,"",0.13,"",0.195,NA,NA,NA,NA,"","",NA,"","","",1,"Pickering /2002/Experiment 4/Shifted-PO/DO/PO","62/Pickering /2002/Experiment 4",2,"L1L1",NA,NA,NA
"469",469,"63/Scheepers /2003/Experiment 1//RC attachment","","HA",512,63,501,0,"KM","Scheepers C.","2003","Experiment 1","30&30",30,30,"24","8&8",8,8,"German students","L1L1","0","WSC",1,"RC attachment","German","no","no","0","","3 (HA/LA/baseline) ",0.44,"",0.29,"",0.15,"",0.035,NA,NA,NA,NA,"","",NA,"","","",1,"Scheepers /2003/Experiment 1//HA","63/Scheepers /2003/Experiment 1",3,"L1L1",NA,NA,NA
"470",470,"63/Scheepers /2003/Experiment 1//RC attachment","","LA",513,63,502,0,"KM","Scheepers C.","2003","Experiment 1","30&30",30,30,"24","8&8",8,8,"German students","L1L1","0","WSC",1,"RC attachment","German","no","no","0","","3 (HA/LA/baseline) ",0.65,"",0.5,"",0.15,"",0.035,NA,NA,NA,NA,"","",NA,"","","",1,"Scheepers /2003/Experiment 1//LA","63/Scheepers /2003/Experiment 1",3,"L1L1",NA,NA,NA
"471",471,"63/Scheepers /2003/Experiment 2//RC attachment","","HA",514,63,503,0,"KM","Scheepers C.","2003","Experiment 2","30&30",30,30,"24","8&8",8,8,"German students","L1L1","0","WSC",1,"RC attachment","German","no","no","0","","3 (HA/LA/baseline) ",0.57,"",0.41,"",0.16,"",0.02,NA,NA,NA,NA,"","",NA,"","","",1,"Scheepers /2003/Experiment 2//HA","63/Scheepers /2003/Experiment 2",3,"L1L1",NA,NA,NA
"472",472,"63/Scheepers /2003/Experiment 2//RC attachment","","LA",515,63,504,0,"KM","Scheepers C.","2003","Experiment 2","30&30",30,30,"24","8&8",8,8,"German students","L1L1","0","WSC",1,"RC attachment","German","no","no","0","","3 (HA/LA/baseline) ",0.6,"",0.37,"",0.23,"",0.02,NA,NA,NA,NA,"","",NA,"","","",1,"Scheepers /2003/Experiment 2//LA","63/Scheepers /2003/Experiment 2",3,"L1L1",NA,NA,NA
"473",473,"65/van Gompel/2012/Experiment 1/different verb/intransitive/transitive","different verb","intrans",520,65,509,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 1","40&40",40,40,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","no","no","0","","2 (same verb/different verb) x 2 (prime)",0.473849372384937,"",0.373922413793103,"",0.106,"",0.0580000000000001,NA,NA,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 1/different verb/intrans","65/van Gompel/2012/Experiment 1",12,"L1L1",0.0580000000000001,0.373922413793103,0.473849372384937
"474",474,"65/van Gompel/2012/Experiment 1/different verb/intransitive/transitive","different verb","trans",519,65,508,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 1","40&40",40,40,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","no","no","0","","2 (same verb/different verb) x 2 (prime)",0.626077586206897,"",0.526150627615063,"",0.078,"",0.0580000000000001,0.65,0.08953168044,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 1/different verb/trans","65/van Gompel/2012/Experiment 1",12,"L1L1",0.0580000000000001,0.526150627615063,0.626077586206897
"475",475,"65/van Gompel/2012/Experiment 1/same verb/intransitive/transitive","same verb","intrans",518,65,507,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 1","40&40",40,40,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","yes","no","0","","2 (same verb/different verb) x 2 (prime)",0.61993769470405,"",0.388888888888889,"",0.219,"",0.0325,NA,NA,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 1/same verb/intrans","65/van Gompel/2012/Experiment 1",12,"L1L1",0.0325,0.388888888888889,0.61993769470405
"476",476,"65/van Gompel/2012/Experiment 1/same verb/intransitive/transitive","same verb","trans",517,65,506,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 1","40&40",40,40,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","yes","no","0","","2 (same verb/different verb) x 2 (prime)",0.611111111111111,"",0.38006230529595,"",0.228,"",0.0325,0.94,0.08953168044,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 1/same verb/trans","65/van Gompel/2012/Experiment 1",12,"L1L1",0.0325,0.38006230529595,0.611111111111111
"477",477,"65/van Gompel/2012/Experiment 2//intransitive/transitive","","intrans",522,65,511,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 2","36&36",36,36,"30","10&10",10,10,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","yes","no","0","","3 (prime/noprime/baseline)",0.542025862068966,"",0.28525641025641,"",0.236,"",0.068,NA,NA,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 2//intrans","65/van Gompel/2012/Experiment 2",12,"L1L1",0.068,0.28525641025641,0.542025862068966
"478",478,"65/van Gompel/2012/Experiment 2//intransitive/transitive","","trans",521,65,510,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 2","36&36",36,36,"30","10&10",10,10,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","yes","no","0","","3 (prime/noprime/baseline)",0.71474358974359,"",0.457974137931034,"",0.244,"",0.068,NA,NA,NA,NA,"","",NA,"","ignoring baseline","",1,"van Gompel/2012/Experiment 2//trans","65/van Gompel/2012/Experiment 2",12,"L1L1",0.068,0.457974137931034,0.71474358974359
"479",479,"65/van Gompel/2012/Experiment 3/wh-monotransitive, same verb/intransitive/transitive","wh-monotransitive, same verb","intrans",524,65,513,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 3","32&32",32,32,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","yes","no","0","","2 (same verb/different verb) x 2 (prime)",0.502105263157895,"",0.415289256198347,"",0.075,"",0.041,NA,NA,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 3/wh-monotransitive, same verb/intrans","65/van Gompel/2012/Experiment 3",12,"L1L1",0.041,0.415289256198347,0.502105263157895
"480",480,"65/van Gompel/2012/Experiment 3/wh-monotransitive, same verb/intransitive/transitive","wh-monotransitive, same verb","trans",523,65,512,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 3","32&32",32,32,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","yes","no","0","","2 (same verb/different verb) x 2 (prime)",0.584710743801653,"",0.497894736842105,"",0.093,"",0.041,NA,NA,NA,NA,"","",NA,"","something weird with betas in this experiment","",1,"van Gompel/2012/Experiment 3/wh-monotransitive, same verb/trans","65/van Gompel/2012/Experiment 3",12,"L1L1",0.041,0.497894736842105,0.584710743801653
"481",481,"65/van Gompel/2012/Experiment 3/wh-monotransitive/intransitive/transitive","wh-monotransitive","intrans",526,65,515,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 3","32&32",32,32,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","no","no","0","","2 (same verb/different verb) x 2 (prime)",0.310994764397906,"",0.305820105820106,"",0.008,"",0.0499999999999999,NA,NA,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 3/wh-monotransitive/intrans","65/van Gompel/2012/Experiment 3",12,"L1L1",0.0499999999999999,0.305820105820106,0.310994764397906
"482",482,"65/van Gompel/2012/Experiment 3/wh-monotransitive/intransitive/transitive","wh-monotransitive","trans",525,65,514,0,"KM","van Gompel R.P.G., Arai M., Pearson J.","2012","Experiment 3","32&32",32,32,"32","8&8",8,8,"Dundee students","L1L1","read aloud","ASC",1,"intransitive/transitive","English","no","no","0","","2 (same verb/different verb) x 2 (prime)",0.694179894179894,"",0.689005235602094,"",-0.002,"",0.0499999999999999,NA,NA,NA,NA,"","",NA,"","","",1,"van Gompel/2012/Experiment 3/wh-monotransitive/trans","65/van Gompel/2012/Experiment 3",12,"L1L1",0.0499999999999999,0.689005235602094,0.694179894179894
"483",483,"67/Bernolet S/2012//cognate/genitive","cognate","s-genitive",528,67,517,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2012","","30&30",30,30,"11","44&44",44,44,"Dutch L1, English L2","L2L1","1","PD",0,"genitive","Dutch/English","yes","yes","0","","2 (prime) x 2 (cognate)",0.33,"",0.12,"",0.21,"",0.08,NA,NA,NA,NA,"","",NA,"","The intercept for the beta is far too large given the raw data...something wrong with model?","",0,"Bernolet S/2012//cognate/s-genitive","67/Bernolet S/2012/",12,"L2L1",NA,NA,NA
"484",484,"67/Bernolet S/2012//non-cognate/genitive","non-cognate","s-genitive",529,67,518,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2012","","30&30",30,30,"11","44&44",44,44,"Dutch L1, English L2","L2L1","1","PD",0,"genitive","Dutch/English","no","yes","0","","2 (prime) x 2 (cognate)",0.28,"",0.16,"",0.12,"",0.08,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2012//non-cognate/s-genitive","67/Bernolet S/2012/",12,"L2L1",NA,NA,NA
"485",485,"68/Bernolet S/2013/Experiment 1: Primin/different meaning/genitive","different meaning","s-genitive",531,68,520,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2013","Experiment 1: Priming between Dutch (L1) and English (L2) genitives","24&24",24,24,"48","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"genitive","Dutch/English","no","yes","0","","2 (prime) x 2 (same/diff meaning)",0.32,"",0.26,"",0.06,"",0.144,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2013/Experiment 1: Primin/different meaning/s-genitive","68/Bernolet S/2013/Experiment 1: Primin",13,"L1L2",NA,NA,NA
"486",486,"68/Bernolet S/2013/Experiment 1: Primin/translated match/genitive","translated match","s-genitive",530,68,519,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2013","Experiment 1: Priming between Dutch (L1) and English (L2) genitives","24&24",24,24,"48","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"genitive","Dutch/English","yes","yes","0","","2 (prime) x 2 (same/diff meaning)",0.5,"",0.27,"",0.23,"",0.144,NA,NA,NA,NA,"","",NA,"","As with other Bernolet, the intercept is too large to make sense","",0,"Bernolet S/2013/Experiment 1: Primin/translated match/s-genitive","68/Bernolet S/2013/Experiment 1: Primin",13,"L1L2",NA,NA,NA
"487",487,"68/Bernolet S/2013/Experiment 2: Within/different meaning/genitive","different meaning","s-genitive",533,68,522,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2013","Experiment 2: Within-language priming for English (L2) genitives","24&24",24,24,"48","12&12",12,12,"Dutch L1, English L2","L2L2","1","PD",0,"genitive","English","no","yes","0","","2 (prime) x 2 (same/diff meaning)",0.61,"",0.13,"",0.48,"",0.123,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2013/Experiment 2: Within/different meaning/s-genitive","68/Bernolet S/2013/Experiment 2: Within",13,"L2L2",NA,NA,NA
"488",488,"68/Bernolet S/2013/Experiment 2: Within/translated match/genitive","translated match","s-genitive",532,68,521,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2013","Experiment 2: Within-language priming for English (L2) genitives","24&24",24,24,"48","12&12",12,12,"Dutch L1, English L2","L2L2","1","PD",0,"genitive","English","yes","yes","0","","2 (prime) x 2 (same/diff meaning)",0.86,"",0.06,"",0.8,"",0.123,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2013/Experiment 2: Within/translated match/s-genitive","68/Bernolet S/2013/Experiment 2: Within",13,"L2L2",NA,NA,NA
"489",489,"7/Bock K., G/2000/Experiment 1: Primin/lag 1/dative","lag 1","PO",74,7,74,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 1: Priming Over Short Lags","72&72",72,72,"48","4&4",4,4,"college","L1L1","1","PD",1,"dative","English","no","no","0","p. 180, If priming is short-lived, based perhaps on an activated memory representation of the priming sentence, then the magnitude of any priming effect is expected to fall off steeply with any interruptions between primes and targets. A slow decline, or no decline, suggests a persistent change consistent with regarding priming as a type of learning.","construction(2) x prime (2) x lag (3)",0.48,"",0.43,"",0.05,"",0.25,NA,NA,NA,NA,"","",NA,"","ANOVAS on p. 182 combine all lag levels and constructions: F(1,71) = 7.94, F(1,46)=13.17","",1,"Bock K., G/2000/Experiment 1: Primin/lag 1/PO","7/Bock K., G/2000/Experiment 1: Primin",0,"L1L1",NA,NA,NA
"490",490,"7/Bock K., G/2000/Experiment 1: Primin/lag 1/transitive","lag 1","P",73,7,73,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 1: Priming Over Short Lags","72&72",72,72,"48","4&4",4,4,"college","L1L1","1","PD",1,"transitive","English","no","no","0","p. 180, If priming is short-lived, based perhaps on an activated memory representation of the priming sentence, then the magnitude of any priming effect is expected to fall off steeply with any interruptions between primes and targets. A slow decline, or no decline, suggests a persistent change consistent with regarding priming as a type of learning.","construction(2) x prime (2) x lag (3)",0.55,"",0.49,"",0.06,"",0.25,NA,NA,NA,NA,"","",NA,"","ANOVAS on p. 182 combine all lag levels and constructions: F(1,71) = 7.94, F(1,46)=13.17","",1,"Bock K., G/2000/Experiment 1: Primin/lag 1/P","7/Bock K., G/2000/Experiment 1: Primin",0,"L1L1",NA,NA,NA
"491",491,"7/Bock K., G/2000/Experiment 1: Primin/lag 2/dative","lag 2","PO",76,7,76,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 1: Priming Over Short Lags","72&72",72,72,"48","4&4",4,4,"college","L1L1","1","PD",1,"dative","English","no","no","filler","p. 180, If priming is short-lived, based perhaps on an activated memory representation of the priming sentence, then the magnitude of any priming effect is expected to fall off steeply with any interruptions between primes and targets. A slow decline, or no decline, suggests a persistent change consistent with regarding priming as a type of learning.","construction(2) x prime (2) x lag (3)",0.54,"",0.42,"",0.12,"",0.25,NA,NA,NA,NA,"","",NA,"","ANOVAS on p. 182 combine all lag levels and constructions: F(1,71) = 7.94, F(1,46)=13.17","",1,"Bock K., G/2000/Experiment 1: Primin/lag 2/PO","7/Bock K., G/2000/Experiment 1: Primin",0,"L1L1",NA,NA,NA
"492",492,"7/Bock K., G/2000/Experiment 1: Primin/lag 2/transitive","lag 2","P",75,7,75,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 1: Priming Over Short Lags","72&72",72,72,"48","4&4",4,4,"college","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 180, If priming is short-lived, based perhaps on an activated memory representation of the priming sentence, then the magnitude of any priming effect is expected to fall off steeply with any interruptions between primes and targets. A slow decline, or no decline, suggests a persistent change consistent with regarding priming as a type of learning.","construction(2) x prime (2) x lag (3)",0.58,"",0.54,"",0.04,"",0.25,NA,NA,NA,NA,"","",NA,"","ANOVAS on p. 182 combine all lag levels and constructions: F(1,71) = 7.94, F(1,46)=13.17","",1,"Bock K., G/2000/Experiment 1: Primin/lag 2/P","7/Bock K., G/2000/Experiment 1: Primin",0,"L1L1",NA,NA,NA
"493",493,"7/Bock K., G/2000/Experiment 1: Primin/lag 3/dative","lag 3","PO",78,7,78,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 1: Priming Over Short Lags","72&72",72,72,"48","4&4",4,4,"college","L1L1","1","PD",1,"dative","English","no","no","filler","p. 180, If priming is short-lived, based perhaps on an activated memory representation of the priming sentence, then the magnitude of any priming effect is expected to fall off steeply with any interruptions between primes and targets. A slow decline, or no decline, suggests a persistent change consistent with regarding priming as a type of learning.","construction(2) x prime (2) x lag (3)",0.61,"",0.47,"",0.14,"",0.25,NA,NA,NA,NA,"","",NA,"","ANOVAS on p. 182 combine all lag levels and constructions: F(1,71) = 7.94, F(1,46)=13.17","",1,"Bock K., G/2000/Experiment 1: Primin/lag 3/PO","7/Bock K., G/2000/Experiment 1: Primin",0,"L1L1",NA,NA,NA
"494",494,"7/Bock K., G/2000/Experiment 1: Primin/lag 3/transitive","lag 3","P",77,7,77,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 1: Priming Over Short Lags","72&72",72,72,"48","4&4",4,4,"college","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 180, If priming is short-lived, based perhaps on an activated memory representation of the priming sentence, then the magnitude of any priming effect is expected to fall off steeply with any interruptions between primes and targets. A slow decline, or no decline, suggests a persistent change consistent with regarding priming as a type of learning.","construction(2) x prime (2) x lag (3)",0.54,"",0.54,"",0,"",0.25,NA,NA,NA,NA,"","",NA,"","ANOVAS on p. 182 combine all lag levels and constructions: F(1,71) = 7.94, F(1,46)=13.17","",1,"Bock K., G/2000/Experiment 1: Primin/lag 3/P","7/Bock K., G/2000/Experiment 1: Primin",0,"L1L1",NA,NA,NA
"495",495,"7/Bock K., G/2000/Experiment 2/lag 1/dative","lag 1","PO",80,7,80,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 2","144&144",144,144,"36","1&1",1,1,"college","L1L1","1","PD",1,"dative","English","no","no","0","p. 184, The second experiment was conducted in an effort to better assess the duration of priming and to obtain answers to some of the questions raised by the first experiment.","construction (dative/transitive) x prime (3) x lag (3)",0.5,"",0.38,"",0.12,"",0.21,NA,NA,NA,NA,"","",0.45,"","ANOVAS on p. 185 combine constructions and lags: F(2, 140) = 3.77, F(2, 68) = 5.13","",1,"Bock K., G/2000/Experiment 2/lag 1/PO","7/Bock K., G/2000/Experiment 2",0,"L1L1",NA,NA,NA
"496",496,"7/Bock K., G/2000/Experiment 2/lag 1/transitive","lag 1","P",79,7,79,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 2","144&144",144,144,"36","1&1",1,1,"college","L1L1","1","PD",1,"transitive","English","no","no","0","p. 184, The second experiment was conducted in an effort to better assess the duration of priming and to obtain answers to some of the questions raised by the first experiment.","construction (dative/transitive) x prime (3) x lag (3)",0.72,"",0.56,"",0.16,"",0.21,NA,NA,NA,NA,"","",0.61,"","ANOVAS on p. 185 combine constructions and lags: F(2, 140) = 3.77, F(2, 68) = 5.13","",1,"Bock K., G/2000/Experiment 2/lag 1/P","7/Bock K., G/2000/Experiment 2",0,"L1L1",NA,NA,NA
"497",497,"7/Bock K., G/2000/Experiment 2/lag 2/dative","lag 2","PO",82,7,82,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 2","144&144",144,144,"36","1&1",1,1,"college","L1L1","1","PD",1,"dative","English","no","no","filler","p. 184, The second experiment was conducted in an effort to better assess the duration of priming and to obtain answers to some of the questions raised by the first experiment.","construction (dative/transitive) x prime (3) x lag (3)",0.43,"",0.36,"",0.07,"",0.21,NA,NA,NA,NA,"","",0.45,"","ANOVAS on p. 185 combine constructions and lags: F(2, 140) = 3.77, F(2, 68) = 5.13","",1,"Bock K., G/2000/Experiment 2/lag 2/PO","7/Bock K., G/2000/Experiment 2",0,"L1L1",NA,NA,NA
"498",498,"7/Bock K., G/2000/Experiment 2/lag 2/transitive","lag 2","P",81,7,81,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 2","144&144",144,144,"36","1&1",1,1,"college","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 184, The second experiment was conducted in an effort to better assess the duration of priming and to obtain answers to some of the questions raised by the first experiment.","construction (dative/transitive) x prime (3) x lag (3)",0.58,"",0.63,"",-0.05,"",0.21,NA,NA,NA,NA,"","",0.6,"","ANOVAS on p. 185 combine constructions and lags: F(2, 140) = 3.77, F(2, 68) = 5.13","",1,"Bock K., G/2000/Experiment 2/lag 2/P","7/Bock K., G/2000/Experiment 2",0,"L1L1",NA,NA,NA
"499",499,"7/Bock K., G/2000/Experiment 2/lag 3/dative","lag 3","PO",84,7,84,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 2","144&144",144,144,"36","1&1",1,1,"college","L1L1","1","PD",1,"dative","English","no","no","filler","p. 184, The second experiment was conducted in an effort to better assess the duration of priming and to obtain answers to some of the questions raised by the first experiment.","construction (dative/transitive) x prime (3) x lag (3)",0.48,"",0.38,"",0.1,"",0.21,NA,NA,NA,NA,"","",0.37,"","ANOVAS on p. 185 combine constructions and lags: F(2, 140) = 3.77, F(2, 68) = 5.13","",1,"Bock K., G/2000/Experiment 2/lag 3/PO","7/Bock K., G/2000/Experiment 2",0,"L1L1",NA,NA,NA
"500",500,"7/Bock K., G/2000/Experiment 2/lag 3/transitive","lag 3","P",83,7,83,0,"RF","Bock K., Griffin Z.M.","2000","Experiment 2","144&144",144,144,"36","1&1",1,1,"college","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 184, The second experiment was conducted in an effort to better assess the duration of priming and to obtain answers to some of the questions raised by the first experiment.","construction (dative/transitive) x prime (3) x lag (3)",0.62,"",0.57,"",0.05,"",0.21,NA,NA,NA,NA,"","",0.63,"","ANOVAS on p. 185 combine constructions and lags: F(2, 140) = 3.77, F(2, 68) = 5.13","",1,"Bock K., G/2000/Experiment 2/lag 3/P","7/Bock K., G/2000/Experiment 2",0,"L1L1",NA,NA,NA
"501",501,"70/Fleischer /2012///transitive","","A",538,70,527,0,"KM","Fleischer Z., Pickering M.J., McLean J.F.","2012","","24&24",24,24,"16","8&8",8,8,"Polish L1, English L2","L1L2","1","PD",0,"transitive","Polish/English","no","yes","0","","4 (active/passive/OVS/baseline)",0.350649350663923,"",0.113924050628297,"",0.1875,"",0.1875,NA,NA,NA,NA,"","",NA,"","ignoring OVS and baseline","",0,"Fleischer /2012///A","70/Fleischer /2012/",12,"L1L2",0.1875,0.113924050628297,0.350649350663923
"502",502,"70/Fleischer /2012///transitive","","P",539,70,528,0,"KM","Fleischer Z., Pickering M.J., McLean J.F.","2012","","24&24",24,24,"16","8&8",8,8,"Polish L1, English L2","L1L2","1","PD",0,"transitive","Polish/English","no","yes","0","","4 (active/passive/OVS/baseline)",0.886075949371703,"",0.649350649336077,"",0.2083333333,"",0.1875,NA,NA,NA,NA,"","",NA,"","","",0,"Fleischer /2012///P","70/Fleischer /2012/",12,"L1L2",0.1875,0.649350649336077,0.886075949371703
"503",503,"71/Gries/2005/Evidence from produc//dative","","DO",540,71,529,0,"KM","Gries","2005","Evidence from production: A sentence completion study of form-priming","64&64",64,64,"16","4&4",4,4,"German L1, English L2","L2L2","0","WSC",1,"dative","English","yes","no","0","","2 (prime)",0.66875,"",0.4397590361,"",0.2289909639,"",0.36328125,NA,NA,NA,NA,"","",NA,"","editor says it's a journal; many conditions, but results collapse across them all ","",1,"Gries/2005/Evidence from produc//DO","71/Gries/2005/Evidence from produc",5,"L2L2",NA,NA,NA
"504",504,"71/Gries/2005/Evidence from produc//dative","","PO",541,71,530,0,"KM","Gries","2005","Evidence from production: A sentence completion study of form-priming","64&64",64,64,"16","4&4",4,4,"German L1, English L2","L2L2","0","WSC",1,"dative","English","yes","no","0","","2 (prime)",0.5602409639,"",0.33125,"",0.2289909639,"",0.36328125,NA,NA,NA,NA,"","",NA,"","editor says it's a journal","",1,"Gries/2005/Evidence from produc//PO","71/Gries/2005/Evidence from produc",5,"L2L2",NA,NA,NA
