time,subject,controller,item,element,item_type,group,prime,completion,type,condition,exp
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,182,0,target40,NULL,The teacher resolved the dispute of the classmates,after several attempts.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies who were,all safe and thankful for his help.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,had gone undiscovered for thousands of years.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,117,0,prime8,NULL,The professor found the list of the students who were,assigned the essay.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,could change their lives.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,113,0,prime6,NULL,The reporter visited the district of the voters who were,protesting.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,114,0,target6,NULL,The spy described the hideout of the rebels that,planned the attack.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,169,0,prime34,NULL,The agency marketed the image of the models which was,a first for that agency.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,started their cultural holiday.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers which was,damaged by the fire.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,198,0,target48,NULL,Naomi liked the administrators of the department that,showed interest in her ideas.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,175,0,prime37,NULL,The adjustor checked the insurance of the drivers which was,still valid.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,followed a strict diet.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers who were,being investigated for fraud.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,128,0,target13,NULL,The tourist noticed the altar of the worshippers that,was covered in offerings.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives which was,unanimous.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,156,0,target27,NULL,The public condemned the action of the accomplices that,commited the crime.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,121,0,prime10,NULL,The ruling impacted the village of the farmers who were,already struggling.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,122,0,target10,NULL,Andrew spoke to the patrons of the supermarket that,wanted to return the recalled items.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,157,0,prime28,NULL,The tour guide led the excursion of the sightseers which was,filled with other travelers with other guides,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,were left homeless after a fire in their garage,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,109,0,prime4,NULL,Leo viewed the painting of the kings who were,all very ornamentally drawn,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,were hiding evidence,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,153,0,prime26,NULL,Raquel recorded the seminar of the mentors which was,the highlight of the evening for everyone,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,gave them more exposure on the global marketplace,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,119,0,prime9,NULL,Everyone read the report of the scientists who were,on the verge of a scientific breakthrough,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,120,0,target9,NULL,Chris served the attendees of the party that,were celebrating a graduation,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,107,0,prime3,NULL,We passed the property of the landowners who were,having a big bonfire with a group of people,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,108,0,target3,NULL,They increased the salary of the landscapers that,did an exceptional job over the busy summer months,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists who were,digging for dinosaur bones in the desert,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,judged his work to harshly,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights which was,a grand affair that all would attend,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,188,0,target43,NULL,The technician consulted the programmers of the code that,displayed error messages and would not work,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,185,0,prime42,NULL,The therapist analyzed the relationship of the spouses which was,harder than she had thought,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,186,0,target42,NULL,The servants maintained the palace of the noblemen that,owned many homes with many rooms,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings which was,made viral through a facebook post,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,were responsible for the mishap,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,135,0,prime17,NULL,We bought the company of the entrepreneurs who were,eager to start working and getting things done,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,136,0,target17,NULL,Jose built the shelter of the refugees that,were displaced due to flooding,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors which was,a great thing for a change,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,160,0,target29,NULL,Xavier admired the skill of the bodyguards that,fought off the attackers in the parking lot,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,145,0,prime22,NULL,Kurt set the schedule of the lawyers who were,overseeing the case from start to finish,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,146,0,target22,NULL,We questioned the caretakers of the building that,were overseeing the repairs being done,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,151,0,prime25,NULL,The publisher approved the work of the editors which was,very popular with the the other staff members,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,were getting married,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers who were,loud and obnoxious to the other guests,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,106,0,target2,NULL,The staff cleaned the stage of the performers that,were the last to play for the night,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers who were,out hunting in the forest,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,148,0,target23,NULL,The volunteer helped the planners of the event that,was to be held on Saturday.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators which was,unheard of this late in the competition.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,refused to comply with the company standards.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires who were,heading to the island.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,142,0,target20,NULL,Lee watched the groundskeepers of the garden that,he had hired last week.,target,AnIn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,129,0,prime14,NULL,The prophet addressed the concern of the believers who were,starting to question him.,target,InAn-low,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,they had planned for 18 months.,target,InAn,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists which was,what we were concerned about.,target,InAn-high,exp2
1609377220,09ae836406753ac16be2e91dcabd0314,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,had just been put up last month.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,183,0,prime41,NULL,The superstar boarded the yacht of the partygoers who were,dancing on the deck.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,184,0,target41,NULL,The teenager enjoyed the reunion of the relatives that,he hadn't seen in a long time.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,167,0,prime33,NULL,Sebastian took the recommendation of the agents who were,advising him.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,168,0,target33,NULL,The activist joined the advocates of the cause that,addressed climate change.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,133,0,prime16,NULL,The firemen left the house of the hippies which was,not actually on fire.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,134,0,target16,NULL,The archeologist uncovered the cave of the Neanderthals that,was located in Africa.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,117,0,prime8,NULL,The professor found the list of the students which was,buried under other paperwork on his desk.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,118,0,target8,NULL,The fans cheered for the recipients of the prize that,they had worked so hard for.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,139,0,prime19,NULL,We criticized the viewpoint of the journalists which was,clearly biased.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,140,0,target19,NULL,They congratulated the winners of the tournament that,day.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,137,0,prime18,NULL,Amara observed the rehearsal of the actors which was,very good.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,138,0,target18,NULL,The janitor cleaned the dorm of the sophomores that,was disgusting.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,141,0,prime20,NULL,The pilot flew the plane of the millionaires which was,bound for Spain.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,142,0,target20,NULL,Lee watched the groundskeepers of the garden that,he owned.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,125,0,prime12,NULL,Yvette organized the meeting of the agents which was,on a Thursday night.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,126,0,target12,NULL,The physician treated the patients of the hospital that,he worked in.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,169,0,prime34,NULL,The agency marketed the image of the models who were,wearing bikinis.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,night to a toast.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,123,0,prime11,NULL,The landlord reviewed the lease of the tenants which was,getting ready to expire.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,124,0,target11,NULL,The secretary contacted the signers of the petition that,provided their phone numbers.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,191,0,prime45,NULL,Natalya designed the uniform of the cheerleaders who were,going to a national competition.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,192,0,target45,NULL,The veteran accompanied the climbers of the mountain that,had never been there before.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,157,0,prime28,NULL,The tour guide led the excursion of the sightseers who were,excited to see the waterfall.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,158,0,target28,NULL,The professionals repaired the furniture of the residents that,needed it.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,105,0,prime2,NULL,The bartender found the receipt of the customers which was,on the floor.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,106,0,target2,NULL,The staff cleaned the stage of the performers that,had a lot of glitter on it.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,129,0,prime14,NULL,The prophet addressed the concern of the believers which was,about their future.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,afternoon on the beach.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,147,0,prime23,NULL,The kids found the camp of the hikers which was,hidden away from the trail.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,148,0,target23,NULL,The volunteer helped the planners of the event that,had arrived late.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,107,0,prime3,NULL,We passed the property of the landowners which was,fenced off.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,108,0,target3,NULL,They increased the salary of the landscapers that,had worked for them more than a year.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,trying to sell their house.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,he found in the house.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,115,0,prime7,NULL,The commentator announced the score of the contestants which was,in a very loud voice.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,116,0,target7,NULL,The police arrested the inhabitants of the building that,had been condemned.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,149,0,prime24,NULL,The assistant documented the journey of the anthropologists which was,a year long trip.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,150,0,target24,NULL,The director resented the critics of the play that,wrote bad reviews.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,127,0,prime13,NULL,The officer confiscated the inheritance of the brothers which was,acquired illegally.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,128,0,target13,NULL,The tourist noticed the altar of the worshippers that,was covered in candles.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,109,0,prime4,NULL,Leo viewed the painting of the kings which was,in the castle.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,110,0,target4,NULL,The FBI searched the boardroom of the executives that,had been accused of fraud.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,131,0,prime15,NULL,The witness recognized the vehicle of the victims which was,crushed.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,132,0,target15,NULL,The coach lost the trophy of the athletes that,was in the display shelf.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,171,0,prime35,NULL,The filmmaker shot the video of the siblings who were,fighting.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,172,0,target35,NULL,The expert identified the apprentices of the trade that,they were making.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,103,0,prime1,NULL,Fran corrected the manuscript of the authors which was,in need of editing.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,104,0,target1,NULL,Terry inspected the lawn of the parents that,she worked for.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,193,0,prime46,NULL,The electrician left the kitchen of the housemates who were,sitting around eating.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,194,0,target46,NULL,The attorney sued the bosses of the institution that,tried to sue them.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,195,0,prime47,NULL,The cast previewed the script of the playwrights who were,known for writing interesting plays.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,196,0,target47,NULL,The collector approached the sellers of the antique that,they wanted to buy.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,153,0,prime26,NULL,Raquel recorded the seminar of the mentors who were,discussing better business practices.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,154,0,target26,NULL,The corporation endorsed the promotion of the partners that,were environmentally friendly.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,177,0,prime38,NULL,The firm accepted the case of the clients who were,desperate for help.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,178,0,target38,NULL,The historian explained the legacy of the forefathers that,had established many policies for the country.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,173,0,prime36,NULL,The villager welcomed the arrival of the travellers who were,tired from their trip.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,174,0,target36,NULL,The hero confronted the guardians of the treasure that,stood in his way.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,newly opened.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,112,0,target5,NULL,The plumber entered the bathroom of the residents that,had the leak.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,145,0,prime22,NULL,Kurt set the schedule of the lawyers which was,very busy.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,146,0,target22,NULL,We questioned the caretakers of the building that,were on the property.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,185,0,prime42,NULL,The therapist analyzed the relationship of the spouses who were,fighting constantly.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,186,0,target42,NULL,The servants maintained the palace of the noblemen that,was away on business.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,135,0,prime17,NULL,We bought the company of the entrepreneurs which was,for sale a long time.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,136,0,target17,NULL,Jose built the shelter of the refugees that,they currently live in.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,155,0,prime27,NULL,The citizens respected the decision of the representatives who were,acting on their behalf.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,156,0,target27,NULL,The public condemned the action of the accomplices that,tried to hurt the young girl.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,187,0,prime43,NULL,The kingdom anticipated the return of the knights who were,away for many years.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,188,0,target43,NULL,The technician consulted the programmers of the code that,he was working on.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,143,0,prime21,NULL,Maxwell approved the blueprint of the architects which was,due on Monday.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,144,0,target21,NULL,She graded the pupils of the school that,she worked for.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,175,0,prime37,NULL,The adjustor checked the insurance of the drivers who were,looking to renew their policy.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,he was given.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,163,0,prime31,NULL,The panel rejected the submission of the collaborators who were,trying to build a new subdivision.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,164,0,target31,NULL,The board fired the members of the organization that,were not pulling their weight.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,179,0,prime39,NULL,The doctor confirmed the diagnosis of the specialists who were,advising the patient.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,180,0,target39,NULL,The minors vandalized the fence of the neighbors that,separated the houses.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,121,0,prime10,NULL,The ruling impacted the village of the farmers which was,dependent on farming.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,122,0,target10,NULL,Andrew spoke to the patrons of the supermarket that,he didn't like the new prices.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,181,0,prime40,NULL,Claudio commemorated the adventure of the backpackers who were,traveling around the world.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,182,0,target40,NULL,The teacher resolved the dispute of the classmates,quickly.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,151,0,prime25,NULL,The publisher approved the work of the editors who were,working hard on the book.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,152,0,target25,NULL,The crowd surrounded the car of the friends that,had rolled over.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,119,0,prime9,NULL,Everyone read the report of the scientists which was,extremely interesting.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,120,0,target9,NULL,Chris served the attendees of the party that,wanted drinks.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,197,0,prime48,NULL,The builders renovated the office of the coworkers who were,on the 4th floor.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,198,0,target48,NULL,Naomi liked the administrators of the department that,she worked for.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,165,0,prime32,NULL,The shepherd understood the task of the ranchers who were,working hard to finish the job.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,166,0,target32,NULL,The amateur envied the players of the sport that,he played.,target,AnIn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,159,0,prime29,NULL,The businessmen appreciated the contribution of the investors who were,on the board of directors.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,160,0,target29,NULL,Xavier admired the skill of the bodyguards that,surrounded him.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,113,0,prime6,NULL,The reporter visited the district of the voters which was,near her home.,target,InAn-high,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,114,0,target6,NULL,The spy described the hideout of the rebels that,he found yesterday.,target,InAn,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,189,0,prime44,NULL,The shopper heard the tantrum of the children who were,at the back of the store.,target,InAn-low,exp2
1609369946,4f5a8715c3c8fb46d3c398caa9a0426a,Stim_Form,190,0,target44,NULL,Austin praised the developers of the game that,he was playing.,target,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,169,0,prime34,NULL,The agency marketed the image of the models who were,pretty,target,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,170,0,target34,NULL,The host invited the guests of the celebration that,were happy,target,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,119,0,prime9,NULL,Everyone read the report of the scientists which was,false,target,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,120,0,target9,NULL,Chris served the attendees of the party that,was fun,target,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,161,0,prime30,NULL,The committee posted the survey of the homeowners who were,mad,target,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,162,0,target30,NULL,The biographer studied the photograph of the aristocrats that,were sad,target,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,129,0,prime14,NULL,The prophet addressed the concern of the believers which was,false,target,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,130,0,target14,NULL,The photographer captured the vacation of the sisters that,was false,target,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,191,0,prime45,NULL,Natalya designed the uniform of the cheerleaders who were,wrong,target,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,192,0,target45,NULL,The veteran accompanied the climbers of the mountain that,was false,target,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,175,0,prime37,NULL,The adjustor checked the insurance of the drivers who were,wrong,target,InAn-low,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,176,0,target37,NULL,The bodybuilder followed the program of the trainers that,were wrong,target,InAn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,139,0,prime19,NULL,We criticized the viewpoint of the journalists which was,false,target,InAn-high,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,140,0,target19,NULL,They congratulated the winners of the tournament that,was wrong,target,AnIn,exp2
1609370766,c1d9b98c6eff7b8cef5b640d712cec44,Stim_Form,111,0,prime5,NULL,The critic entered the restaurant of the chefs which was,false,target,InAn-high,exp2
